,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
143,Cesc Fàbregas,es ESP,MF,Chelsea,31,1987,2.0,0,1,0,0.0,0.50,0.00,0.00,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
144,Fabricio,es ESP,GK,Fulham,30,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
145,Marouane Fellaini,be BEL,MF,Manchester Utd,30,1987,8.4,0,7,3,42.9,0.84,0.36,0.00,0.00,15.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
146,Kiko Femenía,es ESP,DF,Watford,27,1991,22.8,1,6,2,33.3,0.26,0.09,0.17,0.50,24.2,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
147,Federico Fernández,ar ARG,DF,Newcastle Utd,29,1989,16.5,0,4,1,25.0,0.24,0.06,0.00,0.00,14.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
148,Fernandinho,br BRA,MF,Manchester City,33,1985,26.4,1,30,7,23.3,1.14,0.27,0.03,0.14,23.2,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
149,Roberto Firmino,br BRA,"FW,MF",Liverpool,26,1991,29.0,12,74,32,43.2,2.55,1.10,0.15,0.34,15.3,0,1,1,13.6,12.8,0.17,-1.6,-1.8,Matches
150,Phil Foden,eng ENG,MF,Manchester City,18,2000,3.7,1,14,6,42.9,3.76,1.61,0.07,0.17,15.5,0,0,0,2.1,2.1,0.15,-1.1,-1.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Fraser Forster,eng ENG,GK,Southampton,30,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
152,Ben Foster,eng ENG,GK,Watford,35,1983,38.0,0,1,0,0.0,0.03,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
153,Timothy Fosu-Mensah,nl NED,DF,Fulham,20,1998,8.8,0,4,1,25.0,0.45,0.11,0.00,0.00,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
154,Juan Foyth,ar ARG,DF,Tottenham,20,1998,9.9,1,4,1,25.0,0.41,0.10,0.25,1.00,11.1,0,0,0,0.7,0.7,0.18,0.3,0.3,Matches
155,Simon Francis,eng ENG,DF,Bournemouth,33,1985,13.7,0,3,1,33.3,0.22,0.07,0.00,0.00,27.2,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
156,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,24,1994,35.2,7,51,25,49.0,1.45,0.71,0.14,0.28,19.9,4,0,0,4.7,4.7,0.09,2.3,2.3,Matches
157,Fred,br BRA,MF,Manchester Utd,25,1993,11.6,1,17,2,11.8,1.47,0.17,0.06,0.50,25.3,1,0,0,0.8,0.8,0.05,0.2,0.2,Matches
158,Ryan Fredericks,eng ENG,DF,West Ham,25,1992,12.1,1,5,2,40.0,0.41,0.17,0.20,0.50,19.2,0,0,0,0.5,0.5,0.10,0.5,0.5,Matches
159,Christian Fuchs,at AUT,DF,Leicester City,32,1986,2.3,0,2,0,0.0,0.87,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
160,Manolo Gabbiadini,it ITA,"FW,MF",Southampton,26,1991,5.3,1,20,8,40.0,3.78,1.51,0.05,0.13,23.7,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
161,Sam Gallagher,eng ENG,FW,Southampton,22,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
162,Idrissa Gana Gueye,sn SEN,MF,Everton,28,1989,31.4,0,19,4,21.1,0.61,0.13,0.00,0.00,24.3,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
163,James Garner,eng ENG,MF,Manchester Utd,17,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
164,Paulo Gazzaniga,ar ARG,GK,Tottenham,26,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
165,David de Gea,es ESP,GK,Manchester Utd,27,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
166,Rachid Ghezzal,dz ALG,"FW,MF",Leicester City,26,1992,8.3,1,19,5,26.3,2.30,0.61,0.05,0.20,20.1,1,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
167,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,18,2000,7.4,0,8,1,12.5,1.09,0.14,0.00,0.00,18.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
168,Ben Gibson,eng ENG,DF,Burnley,25,1993,0.7,1,1,1,100.0,1.45,1.45,1.00,1.00,2.3,0,0,0,0.7,0.7,0.73,0.3,0.3,Matches
169,Olivier Giroud,fr FRA,FW,Chelsea,31,1986,9.4,2,32,10,31.3,3.40,1.06,0.06,0.20,11.4,0,0,0,4.6,4.6,0.14,-2.6,-2.6,Matches
170,André Gomes,pt POR,MF,Everton,25,1993,22.0,1,21,5,23.8,0.95,0.23,0.05,0.20,21.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
171,Angel Gomes,eng ENG,"MF,FW",Manchester Utd,17,2000,0.3,0,2,1,50.0,6.67,3.33,0.00,0.00,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
172,Joe Gomez,eng ENG,DF,Liverpool,21,1997,11.8,0,5,1,20.0,0.42,0.08,0.00,0.00,16.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
173,Jon Gorenc Stanković,si SVN,"MF,DF",Huddersfield,22,1996,7.9,1,9,2,22.2,1.13,0.25,0.11,0.50,16.2,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
174,Dan Gosling,eng ENG,MF,Bournemouth,28,1990,19.3,2,21,7,33.3,1.09,0.36,0.10,0.29,18.5,0,0,0,1.9,1.9,0.09,0.1,0.1,Matches
175,Karlan Grant,eng ENG,FW,Huddersfield,20,1997,9.7,4,21,11,52.4,2.16,1.13,0.19,0.36,15.8,0,0,0,3.6,3.6,0.17,0.4,0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Andre Gray,jm JAM,FW,Watford,27,1991,15.2,7,35,16,45.7,2.31,1.05,0.20,0.44,14.8,0,0,0,5.0,5.0,0.15,2.0,2.0,Matches
177,Demarai Gray,jm JAM,"FW,MF",Leicester City,22,1996,22.1,4,47,19,40.4,2.13,0.86,0.09,0.21,19.7,1,0,0,4.5,4.5,0.10,-0.5,-0.5,Matches
178,Mason Greenwood,eng ENG,FW,Manchester Utd,16,2001,1.3,0,7,4,57.1,5.38,3.08,0.00,0.00,13.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
179,Pascal Groß,de GER,"MF,FW",Brighton,27,1991,20.7,3,22,7,31.8,1.06,0.34,0.09,0.29,18.0,1,1,2,4.4,2.8,0.13,-1.4,-0.8,Matches
180,Vicente Guaita,es ESP,GK,Crystal Palace,31,1987,19.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Mattéo Guendouzi,fr FRA,MF,Arsenal,19,1999,23.9,0,16,4,25.0,0.67,0.17,0.00,0.00,24.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
182,İlkay Gündoğan,de GER,MF,Manchester City,27,1990,23.7,6,43,11,25.6,1.81,0.46,0.14,0.55,19.5,2,0,0,4.1,4.1,0.09,1.9,1.9,Matches
183,Angus Gunn,sct SCO,GK,Southampton,22,1996,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Aron Gunnarsson,is ISL,MF,Cardiff City,29,1989,25.2,1,20,4,20.0,0.79,0.16,0.05,0.25,22.2,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches
185,Florent Hadergjonaj,xk KVX,"DF,MF",Huddersfield,24,1994,20.5,0,6,2,33.3,0.29,0.10,0.00,0.00,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
186,Ben Hamer,eng ENG,GK,Huddersfield,30,1987,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
187,Kadeem Harris,eng ENG,MF,Cardiff City,25,1993,4.2,1,5,3,60.0,1.20,0.72,0.20,0.33,16.4,0,0,0,0.5,0.5,0.11,0.5,0.5,Matches
188,Joe Hart,eng ENG,GK,Burnley,31,1987,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
189,Isaac Hayden,eng ENG,MF,Newcastle Utd,23,1995,20.7,1,22,5,22.7,1.07,0.24,0.05,0.20,22.2,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
190,Eden Hazard,be BEL,FW,Chelsea,27,1991,32.5,16,89,39,43.8,2.74,1.20,0.13,0.31,18.0,2,4,4,10.5,7.4,0.08,5.5,4.6,Matches
191,Rhys Healey,wls WAL,FW,Cardiff City,23,1994,0.6,0,1,0,0.0,1.73,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
192,Tom Heaton,eng ENG,GK,Burnley,32,1986,19.0,0,1,0,0.0,0.05,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
193,Jordan Henderson,eng ENG,MF,Liverpool,28,1990,22.1,1,16,1,6.3,0.72,0.05,0.06,1.00,18.8,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
194,Jeff Hendrick,ie IRL,"MF,FW",Burnley,26,1992,22.9,3,19,6,31.6,0.83,0.26,0.16,0.50,16.8,1,0,0,1.8,1.8,0.10,1.2,1.2,Matches
195,Wayne Hennessey,wls WAL,GK,Crystal Palace,31,1987,17.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
196,Javier Hernández,mx MEX,FW,West Ham,30,1988,14.8,7,37,17,45.9,2.50,1.15,0.19,0.41,12.8,0,0,0,6.6,6.6,0.19,0.4,0.4,Matches
197,Ander Herrera,es ESP,MF,Manchester Utd,28,1989,15.6,2,21,8,38.1,1.35,0.51,0.10,0.25,20.1,0,0,0,1.3,1.3,0.06,0.7,0.7,Matches
198,Son Heung-min,kr KOR,"FW,MF",Tottenham,26,1992,22.7,12,74,29,39.2,3.27,1.28,0.16,0.41,19.3,1,0,0,7.5,7.5,0.10,4.5,4.5,Matches
199,Gonzalo Higuaín,ar ARG,FW,Chelsea,30,1987,12.1,5,46,14,30.4,3.82,1.16,0.11,0.36,15.1,0,0,0,4.9,4.9,0.11,0.1,0.1,Matches
200,Wesley Hoedt,nl NED,DF,Southampton,24,1994,13.0,0,6,1,16.7,0.46,0.08,0.00,0.00,15.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Jonathan Hogg,eng ENG,MF,Huddersfield,29,1988,26.3,0,8,1,12.5,0.30,0.04,0.00,0.00,20.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
202,Junior Hoilett,ca CAN,"MF,FW",Cardiff City,28,1990,23.8,3,40,9,22.5,1.68,0.38,0.08,0.33,19.3,1,0,0,3.4,3.4,0.09,-0.4,-0.4,Matches
203,Rob Holding,eng ENG,DF,Arsenal,22,1995,9.0,0,2,0,0.0,0.22,0.00,0.00,,20.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
204,José Holebas,gr GRE,DF,Watford,34,1984,26.6,3,17,5,29.4,0.64,0.19,0.18,0.60,23.4,4,0,0,1.0,1.0,0.06,2.0,2.0,Matches
205,Mason Holgate,eng ENG,DF,Everton,21,1996,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Callum Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,4.4,0,6,3,50.0,1.37,0.69,0.00,0.00,12.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
207,Will Hughes,eng ENG,MF,Watford,23,1995,26.9,2,31,7,22.6,1.15,0.26,0.06,0.29,17.2,0,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
208,Emerson Hyndman,us USA,MF,Bournemouth,22,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
209,Pierre Højbjerg,dk DEN,MF,Southampton,22,1995,30.7,4,53,19,35.8,1.73,0.62,0.08,0.21,24.2,2,0,0,2.6,2.6,0.05,1.4,1.4,Matches
210,Jordon Ibe,eng ENG,"MF,DF",Bournemouth,22,1995,8.9,1,9,3,33.3,1.02,0.34,0.11,0.33,16.9,0,0,0,0.8,0.8,0.09,0.2,0.2,Matches
211,Vicente Iborra,es ESP,MF,Leicester City,30,1988,2.5,0,2,1,50.0,0.79,0.39,0.00,0.00,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
212,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,21,1996,10.5,1,18,6,33.3,1.72,0.57,0.06,0.17,18.0,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
213,Danny Ings,eng ENG,FW,Southampton,26,1992,18.3,7,53,19,35.8,2.89,1.04,0.08,0.21,15.4,0,3,3,9.4,7.0,0.13,-2.4,-3.0,Matches
214,Alex Iwobi,ng NGA,"FW,MF",Arsenal,22,1996,21.9,3,35,14,40.0,1.60,0.64,0.09,0.21,15.8,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
215,José Izquierdo,co COL,"MF,FW",Brighton,26,1992,8.8,0,15,3,20.0,1.70,0.34,0.00,0.00,21.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
216,Phil Jagielka,eng ENG,DF,Everton,35,1982,3.7,1,1,1,100.0,0.27,0.27,1.00,1.00,4.4,0,0,0,0.6,0.6,0.60,0.4,0.4,Matches
217,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,24,1993,11.3,0,21,6,28.6,1.85,0.53,0.00,0.00,23.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
218,Daryl Janmaat,nl NED,DF,Watford,29,1989,16.9,0,11,1,9.1,0.65,0.06,0.00,0.00,21.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
219,Vincent Janssen,nl NED,FW,Tottenham,24,1994,0.4,0,3,1,33.3,6.92,2.31,0.00,0.00,11.3,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
220,Carl Jenkinson,eng ENG,DF,Arsenal,26,1992,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Gabriel Jesus,br BRA,FW,Manchester City,21,1997,11.5,7,42,22,52.4,3.65,1.91,0.14,0.27,11.6,0,1,1,11.2,10.5,0.25,-4.2,-4.5,Matches
222,Raúl Jiménez,mx MEX,FW,Wolves,27,1991,34.6,13,109,31,28.4,3.15,0.90,0.10,0.35,14.6,0,2,2,15.1,13.6,0.13,-2.1,-2.6,Matches
223,Stefan Johansen,no NOR,MF,Fulham,27,1991,4.6,0,1,0,0.0,0.22,0.00,0.00,,33.2,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
224,Ben Johnson,eng ENG,DF,West Ham,18,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
225,Tyreke Johnson,eng ENG,MF,Southampton,19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Phil Jones,eng ENG,DF,Manchester Utd,26,1992,14.0,0,5,2,40.0,0.36,0.14,0.00,0.00,17.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
227,Jorginho,it ITA,MF,Chelsea,26,1991,35.1,2,18,6,33.3,0.51,0.17,0.06,0.17,26.2,0,1,1,1.4,0.6,0.03,0.6,0.4,Matches
228,Joselu,es ESP,FW,Newcastle Utd,28,1990,6.6,2,17,5,29.4,2.57,0.76,0.12,0.40,13.8,0,0,0,1.6,1.6,0.09,0.4,0.4,Matches
229,Diogo Jota,pt POR,"FW,MF",Wolves,21,1996,26.2,9,58,24,41.4,2.22,0.92,0.16,0.38,14.0,0,0,0,8.8,8.8,0.15,0.2,0.2,Matches
230,Mathias Jørgensen,dk DEN,DF,Huddersfield,28,1990,23.9,3,8,4,50.0,0.34,0.17,0.38,0.75,13.6,0,0,0,1.4,1.4,0.18,1.6,1.6,Matches
231,Christian Kabasele,be BEL,DF,Watford,27,1991,17.6,0,8,2,25.0,0.45,0.11,0.00,0.00,9.0,0,0,0,1.5,1.5,0.19,-1.5,-1.5,Matches
232,Elias Kachunga,cd COD,"FW,MF",Huddersfield,26,1992,13.1,0,14,3,21.4,1.07,0.23,0.00,0.00,15.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
233,Aboubakar Kamara,mr MTN,FW,Fulham,23,1995,7.7,3,19,8,42.1,2.47,1.04,0.11,0.25,19.7,0,1,2,3.7,2.1,0.11,-0.7,-0.1,Matches
234,Harry Kane,eng ENG,FW,Tottenham,25,1993,26.9,17,98,42,42.9,3.64,1.56,0.13,0.31,17.0,5,4,4,14.4,11.3,0.12,2.6,1.7,Matches
235,N'Golo Kanté,fr FRA,MF,Chelsea,27,1991,34.4,4,29,6,20.7,0.84,0.17,0.14,0.67,18.3,0,0,0,2.9,2.9,0.10,1.1,1.1,Matches
236,Beram Kayal,il ISR,MF,Brighton,30,1988,10.4,1,5,2,40.0,0.48,0.19,0.20,0.50,19.9,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
237,Michael Keane,eng ENG,DF,Everton,25,1993,33.0,1,31,9,29.0,0.94,0.27,0.03,0.11,10.6,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
238,Neeskens Kebano,cd COD,"FW,MF",Fulham,26,1992,1.2,0,1,0,0.0,0.83,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
239,Naby Keïta,gn GUI,"MF,FW",Liverpool,23,1995,15.4,2,27,9,33.3,1.75,0.58,0.07,0.22,18.1,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
240,Martin Kelly,eng ENG,DF,Crystal Palace,28,1990,12.3,0,3,1,33.3,0.24,0.08,0.00,0.00,8.7,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
241,Kenedy,br BRA,"MF,DF",Newcastle Utd,22,1996,15.0,1,30,5,16.7,2.00,0.33,0.03,0.20,22.8,1,0,1,2.2,1.4,0.05,-1.2,-0.4,Matches
242,Jonjoe Kenny,eng ENG,DF,Everton,21,1997,8.8,0,3,0,0.0,0.34,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
243,Max Kilman,eng ENG,DF,Wolves,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
244,Joshua King,no NOR,"FW,MF",Bournemouth,26,1992,32.9,12,66,18,27.3,2.01,0.55,0.11,0.39,16.3,0,5,6,13.5,8.7,0.13,-1.5,-1.7,Matches
245,Anthony Knockaert,fr FRA,"MF,FW",Brighton,26,1991,20.4,2,27,9,33.3,1.32,0.44,0.07,0.22,18.4,2,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
246,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,25,1993,21.0,0,9,2,22.2,0.43,0.10,0.00,0.00,17.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
247,Vincent Kompany,be BEL,DF,Manchester City,32,1986,13.6,1,5,1,20.0,0.37,0.07,0.20,1.00,18.4,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
248,Terence Kongolo,nl NED,DF,Huddersfield,24,1994,30.2,1,14,4,28.6,0.46,0.13,0.07,0.25,14.9,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
249,Laurent Koscielny,fr FRA,DF,Arsenal,32,1985,14.8,3,5,4,80.0,0.34,0.27,0.60,0.75,6.9,0,0,0,1.4,1.4,0.28,1.6,1.6,Matches
250,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,28,1989,21.1,0,20,8,40.0,0.95,0.38,0.00,0.00,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Mateo Kovačić,hr CRO,MF,Chelsea,24,1994,19.3,0,28,4,14.3,1.45,0.21,0.00,0.00,21.2,0,0,0,2.2,2.2,0.08,-2.2,-2.2,Matches
252,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,27,1991,4.5,0,5,0,0.0,1.11,0.00,0.00,,22.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
253,Alexandre Lacazette,fr FRA,FW,Arsenal,27,1991,27.8,13,81,28,34.6,2.91,1.01,0.16,0.46,14.4,1,0,0,11.7,11.7,0.14,1.3,1.3,Matches
254,Adam Lallana,eng ENG,"MF,FW",Liverpool,30,1988,5.2,0,5,1,20.0,0.96,0.19,0.00,0.00,17.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
255,Érik Lamela,ar ARG,"MF,FW",Tottenham,26,1992,10.8,4,29,11,37.9,2.68,1.02,0.14,0.36,16.9,1,0,0,3.3,3.3,0.11,0.7,0.7,Matches
256,Manuel Lanzini,ar ARG,MF,West Ham,25,1993,7.6,1,11,4,36.4,1.44,0.52,0.09,0.25,20.0,3,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
257,Aymeric Laporte,es ESP,DF,Manchester City,24,1994,34.0,3,26,7,26.9,0.77,0.21,0.12,0.43,16.0,0,0,0,3.0,3.0,0.12,0.0,0.0,Matches
258,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,24,1993,30.5,0,11,1,9.1,0.36,0.03,0.00,0.00,11.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
259,Maxime Le Marchand,fr FRA,DF,Fulham,28,1989,25.0,0,5,0,0.0,0.20,0.00,0.00,,13.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
260,Florian Lejeune,fr FRA,DF,Newcastle Utd,27,1991,11.7,0,7,2,28.6,0.60,0.17,0.00,0.00,15.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
261,Mario Lemina,ga GAB,MF,Southampton,24,1993,17.9,1,25,5,20.0,1.39,0.28,0.04,0.20,22.2,0,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
262,Aaron Lennon,eng ENG,MF,Burnley,31,1987,13.5,1,4,2,50.0,0.30,0.15,0.25,0.50,13.4,0,0,0,0.8,0.8,0.20,0.2,0.2,Matches
263,Bernd Leno,de GER,GK,Arsenal,26,1992,31.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
264,Jefferson Lerma,co COL,MF,Bournemouth,23,1994,27.8,2,31,8,25.8,1.11,0.29,0.06,0.25,25.8,0,0,0,1.3,1.3,0.04,0.7,0.7,Matches
265,Stephan Lichtsteiner,ch SUI,DF,Arsenal,34,1984,10.4,0,1,0,0.0,0.10,0.00,0.00,,29.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
266,Victor Lindelöf,se SWE,DF,Manchester Utd,24,1994,28.9,1,8,1,12.5,0.28,0.03,0.13,1.00,9.3,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
267,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,25,1992,18.5,4,31,13,41.9,1.68,0.70,0.10,0.23,17.6,0,1,1,4.7,3.9,0.13,-0.7,-0.9,Matches
268,Fernando Llorente,es ESP,FW,Tottenham,33,1985,7.7,1,24,5,20.8,3.11,0.65,0.04,0.20,10.6,0,0,0,3.4,3.4,0.14,-2.4,-2.4,Matches
269,Hugo Lloris,fr FRA,GK,Tottenham,31,1986,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
270,Jürgen Locadia,nl NED,"FW,MF",Brighton,24,1993,13.7,2,27,9,33.3,1.97,0.66,0.07,0.22,17.8,1,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches
271,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,22,1996,11.1,6,28,8,28.6,2.53,0.72,0.21,0.75,16.2,0,0,0,2.8,2.8,0.10,3.2,3.2,Matches
272,Kevin Long,ie IRL,DF,Burnley,27,1990,5.7,0,1,0,0.0,0.18,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
273,Shane Long,ie IRL,"FW,MF",Southampton,31,1987,14.1,5,30,10,33.3,2.12,0.71,0.17,0.50,14.5,0,0,0,4.6,4.6,0.16,0.4,0.4,Matches
274,Sean Longstaff,eng ENG,MF,Newcastle Utd,20,1997,7.6,1,8,2,25.0,1.05,0.26,0.13,0.50,23.6,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
275,Ademola Lookman,ng NGA,"FW,MF",Everton,20,1997,6.9,0,12,3,25.0,1.75,0.44,0.00,0.00,18.6,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
276,Jonas Lössl,dk DEN,GK,Huddersfield,29,1989,30.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
277,Dejan Lovren,hr CRO,DF,Liverpool,29,1989,11.0,1,6,1,16.7,0.55,0.09,0.17,1.00,12.6,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
278,Chris Löwe,de GER,"DF,MF",Huddersfield,29,1989,22.9,0,18,6,33.3,0.79,0.26,0.00,0.00,24.2,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
279,Matthew Lowton,eng ENG,DF,Burnley,29,1989,19.4,0,4,0,0.0,0.21,0.00,0.00,,23.5,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
280,David Luiz,br BRA,DF,Chelsea,31,1987,36.0,3,34,8,23.5,0.95,0.22,0.09,0.38,18.1,9,0,0,2.6,2.6,0.08,0.4,0.4,Matches
281,Romelu Lukaku,be BEL,FW,Manchester Utd,25,1993,23.7,12,55,32,58.2,2.32,1.35,0.22,0.38,11.3,0,0,0,10.5,10.5,0.19,1.5,1.5,Matches
282,James Maddison,eng ENG,"MF,FW",Leicester City,21,1996,31.5,7,81,26,32.1,2.58,0.83,0.07,0.23,22.4,15,1,2,7.4,5.9,0.07,-0.4,0.1,Matches
