,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
141,Kyle Edwards,eng ENG,"MF,FW",West Brom,22,1998,1.3,0,2,1,50.0,1.53,0.76,0.00,0.00,15.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
142,John Egan,ie IRL,DF,Sheffield Utd,27,1992,29.2,0,14,3,21.4,0.48,0.10,0.00,0.00,11.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
143,Anthony Elanga,se SWE,FW,Manchester Utd,18,2002,1.7,1,2,1,50.0,1.16,0.58,0.50,1.00,11.9,0,0,0,0.4,0.4,0.22,0.6,0.6,Matches
144,Ahmed Elmohamady,eg EGY,DF,Aston Villa,32,1987,9.3,0,9,1,11.1,0.97,0.11,0.00,0.00,11.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
145,Mohamed Elneny,eg EGY,MF,Arsenal,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.50,21.5,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
146,Jonny Evans,nir NIR,DF,Leicester City,32,1988,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,7.8,0,0,0,1.7,1.7,0.21,0.3,0.3,Matches
147,Eberechi Eze,eng ENG,MF,Crystal Palace,22,1998,28.4,4,37,13,35.1,1.30,0.46,0.11,0.31,21.7,4,0,0,2.2,2.2,0.06,1.8,1.8,Matches
148,Łukasz Fabiański,pl POL,GK,West Ham,35,1985,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
149,Fabinho,br BRA,"DF,MF",Liverpool,26,1993,28.5,0,10,1,10.0,0.35,0.04,0.00,0.00,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
150,Bruno Fernandes,pt POR,MF,Manchester Utd,25,1994,34.4,18,111,40,36.0,3.22,1.16,0.08,0.23,22.9,16,9,10,16.1,8.2,0.07,1.9,0.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Federico Fernández,ar ARG,DF,Newcastle Utd,31,1989,23.1,0,4,2,50.0,0.17,0.09,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
152,Fernandinho,br BRA,MF,Manchester City,35,1985,13.2,0,14,3,21.4,1.06,0.23,0.00,0.00,22.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
153,Sam Field,eng ENG,MF,West Brom,22,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
154,Roberto Firmino,br BRA,FW,Liverpool,28,1991,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,14.3,0,0,0,11.3,11.3,0.14,-2.3,-2.3,Matches
155,John Fleck,sct SCO,MF,Sheffield Utd,28,1991,28.6,0,17,5,29.4,0.59,0.17,0.00,0.00,24.6,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
156,Phil Foden,eng ENG,"FW,MF",Manchester City,20,2000,18.0,9,45,20,44.4,2.51,1.11,0.20,0.45,15.0,0,0,0,5.0,5.0,0.11,4.0,4.0,Matches
157,Wesley Fofana,fr FRA,DF,Leicester City,19,2000,25.1,0,11,2,18.2,0.44,0.08,0.00,0.00,9.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
158,Pablo Fornals,es ESP,"FW,MF",West Ham,24,1996,28.6,5,50,15,30.0,1.75,0.52,0.10,0.33,16.3,0,0,0,6.0,6.0,0.12,-1.0,-1.0,Matches
159,Fraser Forster,eng ENG,GK,Southampton,32,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
160,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,22,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
161,Tyrese Francois,au AUS,DF,Fulham,20,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
162,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,26,1994,10.3,0,13,6,46.2,1.26,0.58,0.00,0.00,21.6,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
163,Fred,br BRA,MF,Manchester Utd,27,1993,26.6,1,25,7,28.0,0.94,0.26,0.04,0.14,24.1,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
164,Ryan Fredericks,eng ENG,"DF,FW",West Ham,27,1992,6.3,1,4,2,50.0,0.63,0.32,0.25,0.50,14.8,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
165,Christian Fuchs,at AUT,DF,Leicester City,34,1986,7.8,0,4,0,0.0,0.51,0.00,0.00,,27.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
166,Darnell Furlong,eng ENG,DF,West Brom,24,1995,32.6,1,26,5,19.2,0.80,0.15,0.04,0.20,13.8,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
167,Conor Gallagher,eng ENG,MF,West Brom,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,22.0,0,0,0,1.5,1.5,0.05,0.5,0.5,Matches
168,Eric García,es ESP,DF,Manchester City,19,2001,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
169,Dwight Gayle,eng ENG,"FW,MF",Newcastle Utd,29,1990,5.7,1,16,6,37.5,2.80,1.05,0.06,0.17,10.8,1,0,0,2.9,2.9,0.20,-1.9,-1.9,Matches
170,Jean-Philippe Gbamin,ci CIV,MF,Everton,24,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
171,David de Gea,es ESP,GK,Manchester Utd,29,1990,25.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
172,Anwar El Ghazi,nl NED,FW,Aston Villa,25,1995,17.9,10,60,26,43.3,3.35,1.45,0.10,0.23,21.7,6,4,4,8.4,5.3,0.09,1.6,0.7,Matches
173,Kieran Gibbs,eng ENG,DF,West Brom,30,1989,9.0,0,1,0,0.0,0.11,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
174,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,20,2000,4.6,1,10,4,40.0,2.17,0.87,0.10,0.25,21.1,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
175,Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,0,1,0,0.0,0.34,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Olivier Giroud,fr FRA,FW,Chelsea,33,1986,8.3,4,29,10,34.5,3.49,1.20,0.14,0.40,11.6,0,0,0,4.2,4.2,0.15,-0.2,-0.2,Matches
177,Ben Godfrey,eng ENG,DF,Everton,22,1998,29.8,0,14,2,14.3,0.47,0.07,0.00,0.00,16.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
178,André Gomes,pt POR,MF,Everton,27,1993,17.4,0,14,3,21.4,0.80,0.17,0.00,0.00,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
179,Joe Gomez,eng ENG,DF,Liverpool,23,1997,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,Anthony Gordon,eng ENG,"FW,MF",Everton,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Karlan Grant,eng ENG,"FW,MF",West Brom,22,1997,12.5,1,16,9,56.3,1.28,0.72,0.06,0.11,15.7,1,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches
182,Demarai Gray,jm JAM,FW,Leicester City,24,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,29.7,1,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
183,Jack Grealish,eng ENG,"FW,MF",Aston Villa,24,1995,24.3,6,50,17,34.0,2.06,0.70,0.12,0.35,17.0,2,0,0,4.6,4.6,0.09,1.4,1.4,Matches
184,Mason Greenwood,eng ENG,FW,Manchester Utd,18,2001,20.2,7,67,23,34.3,3.31,1.14,0.10,0.30,16.8,0,0,0,6.0,6.0,0.09,1.0,1.0,Matches
185,Pascal Groß,de GER,"MF,DF",Brighton,29,1991,27.6,3,28,4,14.3,1.01,0.14,0.00,0.00,22.2,6,3,4,4.9,1.7,0.06,-1.9,-1.7,Matches
186,Kamil Grosicki,pl POL,"MF,FW",West Brom,32,1988,1.6,0,3,0,0.0,1.82,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
187,Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
188,İlkay Gündoğan,de GER,MF,Manchester City,29,1990,22.5,13,52,21,40.4,2.31,0.93,0.23,0.57,17.3,4,1,2,9.0,7.4,0.14,4.0,4.6,Matches
189,Antwoine Hackford,eng ENG,DF,Sheffield Utd,16,2004,0.1,0,1,0,0.0,8.18,0.00,0.00,,10.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
190,Sébastien Haller,ci CIV,FW,West Ham,26,1994,10.4,3,25,11,44.0,2.40,1.06,0.12,0.27,10.2,0,0,0,2.9,2.9,0.11,0.1,0.1,Matches
191,Rekeem Harper,eng ENG,MF,West Brom,20,2000,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
192,Jack Harrison,eng ENG,"MF,FW",Leeds United,23,1996,31.6,8,45,19,42.2,1.42,0.60,0.18,0.42,15.6,1,0,0,5.8,5.8,0.13,2.2,2.2,Matches
193,Kortney Hause,eng ENG,DF,Aston Villa,25,1995,7.0,1,5,1,20.0,0.71,0.14,0.20,1.00,7.9,0,0,0,1.0,1.0,0.21,0.0,0.0,Matches
194,Kai Havertz,de GER,"MF,FW",Chelsea,21,1999,16.9,4,33,16,48.5,1.95,0.95,0.12,0.25,13.1,0,0,0,5.5,5.5,0.17,-1.5,-1.5,Matches
195,Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,25,1995,21.6,0,16,2,12.5,0.74,0.09,0.00,0.00,20.4,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
196,Michael Hector,jm JAM,DF,Fulham,28,1992,2.9,0,1,0,0.0,0.34,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
197,Ahmed Hegazi,eg EGY,DF,West Brom,29,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
198,Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
199,Jordan Henderson,eng ENG,"MF,DF",Liverpool,30,1990,18.9,1,14,4,28.6,0.74,0.21,0.07,0.25,19.1,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
200,Jeff Hendrick,ie IRL,MF,Newcastle Utd,28,1992,15.8,2,10,2,20.0,0.63,0.13,0.20,1.00,18.7,0,0,0,1.1,1.1,0.11,0.9,0.9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Pablo Hernández,es ESP,MF,Leeds United,35,1985,4.7,0,15,3,20.0,3.16,0.63,0.00,0.00,19.0,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
202,Son Heung-min,kr KOR,FW,Tottenham,28,1992,34.6,17,67,35,52.2,1.94,1.01,0.24,0.46,17.5,1,1,1,9.7,8.9,0.13,7.3,7.1,Matches
203,Ki-Jana Hoever,nl NED,"DF,MF",Wolves,18,2002,6.4,0,1,0,0.0,0.16,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
204,Rob Holding,eng ENG,DF,Arsenal,24,1995,28.4,0,14,2,14.3,0.49,0.07,0.00,0.00,12.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
205,Mason Holgate,eng ENG,DF,Everton,23,1996,25.4,1,5,3,60.0,0.20,0.12,0.20,0.33,11.8,0,0,0,1.0,1.0,0.19,0.0,0.0,Matches
206,Conor Hourihane,ie IRL,MF,Aston Villa,29,1991,2.5,1,5,2,40.0,2.00,0.80,0.20,0.50,22.7,2,0,0,0.7,0.7,0.13,0.3,0.3,Matches
207,Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,19,2000,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.3,0,0,0,1.3,1.3,0.06,0.7,0.7,Matches
208,Niall Huggins,wls WAL,DF,Leeds United,19,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
209,Pierre Højbjerg,dk DEN,MF,Tottenham,24,1995,38.0,2,14,7,50.0,0.37,0.18,0.14,0.29,24.0,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches
210,Odion Ighalo,ng NGA,FW,Manchester Utd,31,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
211,Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,12,58,24,41.4,3.58,1.48,0.21,0.50,17.6,1,0,1,8.2,7.4,0.13,3.8,4.6,Matches
212,Danny Ings,eng ENG,FW,Southampton,28,1992,24.1,12,55,24,43.6,2.28,0.99,0.18,0.42,15.9,0,2,2,8.5,6.9,0.13,3.5,3.1,Matches
213,Branislav Ivanović,rs SRB,DF,West Brom,36,1984,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,7.7,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
214,Alex Iwobi,ng NGA,"FW,MF",Everton,24,1996,17.1,1,15,3,20.0,0.88,0.18,0.07,0.33,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
215,José Izquierdo,co COL,DF,Brighton,28,1992,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
216,Phil Jagielka,eng ENG,DF,Sheffield Utd,37,1982,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
217,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,26,1993,5.9,0,18,3,16.7,3.07,0.51,0.00,0.00,18.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
218,Daniel James,wls WAL,FW,Manchester Utd,22,1997,10.1,3,17,6,35.3,1.68,0.59,0.18,0.50,17.2,0,0,0,2.2,2.2,0.13,0.8,0.8,Matches
219,Reece James,eng ENG,DF,Chelsea,20,1999,26.4,1,34,11,32.4,1.29,0.42,0.03,0.09,21.6,4,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
220,Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Daniel Jebbison,eng ENG,FW,Sheffield Utd,16,2003,3.2,1,4,2,50.0,1.27,0.63,0.25,0.50,11.7,0,0,0,1.1,1.1,0.29,-0.1,-0.1,Matches
222,Gabriel Jesus,br BRA,FW,Manchester City,23,1997,22.9,9,55,16,29.1,2.40,0.70,0.16,0.56,13.7,0,0,0,8.7,8.7,0.16,0.3,0.3,Matches
223,Raúl Jiménez,mx MEX,FW,Wolves,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.40,16.2,0,0,0,2.4,2.4,0.09,1.6,1.6,Matches
224,Joelinton,br BRA,"FW,MF",Newcastle Utd,23,1996,22.0,4,43,19,44.2,1.95,0.86,0.07,0.16,15.4,0,1,1,5.4,4.6,0.11,-1.4,-1.6,Matches
225,Ben Johnson,eng ENG,"DF,FW",West Ham,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,22.5,0,0,0,0.4,0.4,0.14,0.6,0.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Sam Johnstone,eng ENG,GK,West Brom,27,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
227,Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,1,19,9,47.4,1.45,0.69,0.05,0.11,19.4,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
228,Jorginho,it ITA,MF,Chelsea,28,1991,22.3,7,5,0,0.0,0.22,0.00,0.00,,47.9,0,7,9,7.3,0.2,0.03,-0.3,-0.2,Matches
229,Willian José,br BRA,FW,Wolves,28,1991,12.3,1,19,7,36.8,1.54,0.57,0.05,0.14,15.1,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
230,Diogo Jota,pt POR,FW,Liverpool,23,1996,12.4,9,46,26,56.5,3.72,2.10,0.20,0.35,14.4,0,0,0,6.4,6.4,0.14,2.6,2.6,Matches
231,James Justin,eng ENG,DF,Leicester City,22,1998,23.0,2,10,3,30.0,0.43,0.13,0.20,0.67,14.8,0,0,0,2.2,2.2,0.22,-0.2,-0.2,Matches
232,Ozan Kabak,tr TUR,DF,Liverpool,20,2000,8.9,0,1,0,0.0,0.11,0.00,0.00,,4.6,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
233,Aboubakar Kamara,mr MTN,"FW,MF",Fulham,25,1995,3.5,0,4,2,50.0,1.14,0.57,0.00,0.00,20.4,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches
234,Harry Kane,eng ENG,FW,Tottenham,27,1993,34.2,23,133,47,35.3,3.88,1.37,0.14,0.40,18.3,14,4,4,20.1,16.9,0.13,2.9,2.1,Matches
235,N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,23.8,0,10,3,30.0,0.42,0.13,0.00,0.00,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
236,Moise Kean,it ITA,"FW,MF",Everton,20,2000,0.2,0,1,0,0.0,6.00,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
237,Michael Keane,eng ENG,DF,Everton,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.50,12.7,0,0,0,1.5,1.5,0.09,1.5,1.5,Matches
238,Neeskens Kebano,cd COD,"FW,MF",Fulham,28,1992,1.3,0,6,0,0.0,4.54,0.00,0.00,,20.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
239,Naby Keïta,gn GUI,MF,Liverpool,25,1995,5.8,0,9,2,22.2,1.56,0.35,0.00,0.00,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
240,Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
241,Martin Kelly,eng ENG,DF,Crystal Palace,30,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
242,Jonjoe Kenny,eng ENG,DF,Everton,23,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
243,Reda Khadra,de GER,MF,Brighton,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
244,Max Kilman,eng ENG,DF,Wolves,23,1997,14.6,0,7,2,28.6,0.48,0.14,0.00,0.00,12.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
245,Joshua King,no NOR,"MF,FW",Everton,28,1992,1.6,0,3,1,33.3,1.82,0.61,0.00,0.00,13.8,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches
246,Mateusz Klich,pl POL,MF,Leeds United,30,1990,26.6,4,34,9,26.5,1.28,0.34,0.06,0.22,22.9,0,2,2,3.0,1.4,0.04,1.0,0.6,Matches
247,Robin Koch,de GER,"DF,MF",Leeds United,24,1996,12.6,0,9,1,11.1,0.72,0.08,0.00,0.00,12.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
248,Sead Kolašinac,ba BIH,DF,Arsenal,27,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
249,Terence Kongolo,nl NED,DF,Fulham,26,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
250,Ezri Konsa,eng ENG,DF,Aston Villa,22,1997,35.5,2,22,7,31.8,0.62,0.20,0.09,0.29,9.7,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,30,1989,34.7,1,7,2,28.6,0.20,0.06,0.14,0.50,11.2,0,0,0,0.7,0.7,0.10,0.3,0.3,Matches
252,Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,20.2,0,23,4,17.4,1.14,0.20,0.00,0.00,24.3,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
253,Emil Krafth,se SWE,DF,Newcastle Utd,25,1994,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,22.8,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
254,Filip Krovinović,hr CRO,MF,West Brom,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.00,0.00,25.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
255,Alexandre Lacazette,fr FRA,FW,Arsenal,29,1991,21.4,13,42,25,59.5,1.97,1.17,0.24,0.40,14.9,3,3,3,11.7,9.3,0.22,1.3,0.7,Matches
256,Adam Lallana,eng ENG,"MF,FW",Brighton,32,1988,17.7,1,22,5,22.7,1.24,0.28,0.05,0.20,17.3,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
257,Érik Lamela,ar ARG,"FW,MF",Tottenham,28,1992,8.0,1,21,9,42.9,2.64,1.13,0.05,0.11,20.4,4,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
258,Tariq Lamptey,gh GHA,"DF,MF",Brighton,19,2000,9.8,1,6,2,33.3,0.61,0.20,0.17,0.50,11.9,0,0,0,0.7,0.7,0.11,0.3,0.3,Matches
259,Manuel Lanzini,ar ARG,"MF,FW",West Ham,27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,18.4,1,0,0,1.0,1.0,0.08,0.0,0.0,Matches
260,Aymeric Laporte,es ESP,DF,Manchester City,26,1994,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,13.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
261,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,26,1993,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,10.6,0,0,0,1.3,1.3,0.09,0.7,0.7,Matches
262,Maxime Le Marchand,fr FRA,DF,Fulham,30,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,34.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
263,Mario Lemina,ga GAB,MF,Fulham,26,1993,18.9,1,19,2,10.5,1.00,0.11,0.05,0.50,24.2,0,0,0,0.7,0.7,0.04,0.3,0.3,Matches
264,Bernd Leno,de GER,GK,Arsenal,28,1992,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
265,Khanya Leshabela,za RSA,MF,Leicester City,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Jamal Lewis,nir NIR,DF,Newcastle Utd,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.00,0.00,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
267,Victor Lindelöf,se SWE,DF,Manchester Utd,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.00,6.4,0,0,0,0.6,0.6,0.15,0.4,0.4,Matches
268,Jesse Lingard,eng ENG,"MF,FW",West Ham,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.20,0.40,21.4,1,1,2,4.5,2.8,0.07,4.5,5.2,Matches
269,Jake Livermore,eng ENG,MF,West Brom,30,1989,13.8,0,5,0,0.0,0.36,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
270,Diego Llorente,es ESP,DF,Leeds United,26,1993,13.4,1,8,3,37.5,0.60,0.22,0.13,0.33,17.4,0,0,0,0.8,0.8,0.10,0.2,0.2,Matches
271,Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
272,Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,19.0,1,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
273,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
274,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,24,1996,21.2,1,35,8,22.9,1.65,0.38,0.03,0.13,16.6,0,0,0,3.4,3.4,0.10,-2.4,-2.4,Matches
275,Kevin Long,ie IRL,DF,Burnley,29,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,9.3,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
276,Shane Long,ie IRL,FW,Southampton,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
277,Matthew Longstaff,eng ENG,MF,Newcastle Utd,20,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
278,Sean Longstaff,eng ENG,MF,Newcastle Utd,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.00,0.00,19.8,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches
279,Ademola Lookman,ng NGA,"FW,MF",Fulham,22,1997,30.5,4,68,22,32.4,2.23,0.72,0.06,0.18,17.8,4,0,1,6.3,5.5,0.08,-2.3,-1.5,Matches
280,Max Lowe,eng ENG,DF,Sheffield Utd,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
281,Matthew Lowton,eng ENG,DF,Burnley,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0,0,0.8,0.8,0.04,0.2,0.2,Matches
282,David Luiz,br BRA,DF,Arsenal,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,19.0,3,0,0,0.9,0.9,0.06,0.1,0.1,Matches
